Year,Month,Day,"Patuxent Reservoir Inflow, MGD",BOP Storage,EOP Storage,Release,Spill,,
1973,11,1,51,10069.5,10075.75,44.75,0,,
1973,11,2,44,10075.75,10075,44.75,0,,
1973,11,3,41,10075,10071.25,44.75,0,,
1973,11,4,41,10071.25,10067.5,44.75,0,,
1973,11,5,53,10067.5,10075.75,44.75,0,,
1973,11,6,58,10075.75,10089,44.75,0,,
1973,11,7,46,10089,10090.25,44.75,0,,
1973,11,8,46,10090.25,10091.5,44.75,0,,
1973,11,9,46,10091.5,10092.75,44.75,0,,
1973,11,10,41,10092.75,10089,44.75,0,,
1973,11,11,41,10089,10085.25,44.75,0,,
1973,11,12,41,10085.25,10081.5,44.75,0,,
1973,11,13,41,10081.5,10077.75,44.75,0,,
1973,11,14,44,10077.75,10077,44.75,0,,
1973,11,15,41,10077,10073.25,44.75,0,,
1973,11,16,41,10073.25,10069.5,44.75,0,,
1973,11,17,36,10069.5,10060.75,44.75,0,,
1973,11,18,39,10060.75,10055,44.75,0,,
1973,11,19,39,10055,10049.25,44.75,0,,
1973,11,20,39,10049.25,10043.5,44.75,0,,
1973,11,21,39,10043.5,10037.75,44.75,0,,
1973,11,22,41,10037.75,10034,44.75,0,,
1973,11,23,39,10034,10028.25,44.75,0,,
1973,11,24,39,10028.25,10022.5,44.75,0,,
1973,11,25,41,10022.5,10018.75,44.75,0,,
1973,11,26,39,10018.75,10013,44.75,0,,
1973,11,27,39,10013,10007.25,44.75,0,,
1973,11,28,70,10007.25,10032.5,44.75,0,,
1973,11,29,61,10032.5,10048.75,44.75,0,,
1973,11,30,41,10048.75,10045,44.75,0,,
1973,12,1,39,10045,10039.25,44.75,0,,
1973,12,2,36,10039.25,10030.5,44.75,0,,
1973,12,3,39,10030.5,10024.75,44.75,0,,
1973,12,4,36,10024.75,10016,44.75,0,,
1973,12,5,97,10016,10068.25,44.75,0,,
1973,12,6,90,10068.25,10100,44.75,13.5,,
1973,12,7,56,10100,10100,44.75,11.25,,
1973,12,8,48,10100,10100,44.75,3.25,,
1973,12,9,259,10100,10100,44.75,214.25,,
1973,12,10,111,10100,10100,44.75,66.25,,
1973,12,11,75,10100,10100,44.75,30.25,,
1973,12,12,61,10100,10100,44.75,16.25,,
1973,12,13,61,10100,10100,44.75,16.25,,
1973,12,14,73,10100,10100,44.75,28.25,,
1973,12,15,58,10100,10100,44.75,13.25,,
1973,12,16,56,10100,10100,44.75,11.25,,
1973,12,17,61,10100,10100,44.75,16.25,,
1973,12,18,58,10100,10100,44.75,13.25,,
1973,12,19,53,10100,10100,44.75,8.25,,
1973,12,20,80,10100,10100,44.75,35.25,,
1973,12,21,773,10100,10100,44.75,728.25,,
1973,12,22,189,10100,10100,44.75,144.25,,
1973,12,23,128,10100,10100,44.75,83.25,,
1973,12,24,107,10100,10100,44.75,62.25,,
1973,12,25,94,10100,10100,44.75,49.25,,
1973,12,26,884,10100,10100,44.75,839.25,,
1973,12,27,443,10100,10100,44.75,398.25,,
1973,12,28,203,10100,10100,44.75,158.25,,
1973,12,29,157,10100,10100,44.75,112.25,,
1973,12,30,136,10100,10100,44.75,91.25,,
1973,12,31,121,10100,10100,44.75,76.25,,
1974,1,1,126,10100,10100,44.75,81.25,,
1974,1,2,104,10100,10100,44.75,59.25,,
1974,1,3,109,10100,10100,44.75,64.25,,
1974,1,4,148,10100,10100,44.75,103.25,,
1974,1,5,114,10100,10100,44.75,69.25,,
1974,1,6,104,10100,10100,44.75,59.25,,
1974,1,7,99,10100,10100,44.75,54.25,,
1974,1,8,90,10100,10100,44.75,45.25,,
1974,1,9,111,10100,10100,44.75,66.25,,
1974,1,10,157,10100,10100,44.75,112.25,,
1974,1,11,312,10100,10100,44.75,267.25,,
1974,1,12,223,10100,10100,44.75,178.25,,
1974,1,13,148,10100,10100,44.75,103.25,,
1974,1,14,131,10100,10100,44.75,86.25,,
1974,1,15,124,10100,10100,44.75,79.25,,
1974,1,16,124,10100,10100,44.75,79.25,,
1974,1,17,116,10100,10100,44.75,71.25,,
1974,1,18,104,10100,10100,44.75,59.25,,
1974,1,19,104,10100,10100,44.75,59.25,,
1974,1,20,99,10100,10100,44.75,54.25,,
1974,1,21,434,10100,10100,44.75,389.25,,
1974,1,22,208,10100,10100,44.75,163.25,,
1974,1,23,157,10100,10100,44.75,112.25,,
1974,1,24,140,10100,10100,44.75,95.25,,
1974,1,25,148,10100,10100,44.75,103.25,,
1974,1,26,131,10100,10100,44.75,86.25,,
1974,1,27,133,10100,10100,44.75,88.25,,
1974,1,28,124,10100,10100,44.75,79.25,,
1974,1,29,121,10100,10100,44.75,76.25,,
1974,1,30,111,10100,10100,44.75,66.25,,
1974,1,31,107,10100,10100,44.75,62.25,,
1974,2,1,99,10100,10100,44.75,54.25,,
1974,2,2,102,10100,10100,44.75,57.25,,
1974,2,3,109,10100,10100,44.75,64.25,,
1974,2,4,97,10100,10100,44.75,52.25,,
1974,2,5,90,10100,10100,44.75,45.25,,
1974,2,6,90,10100,10100,44.75,45.25,,
1974,2,7,97,10100,10100,44.75,52.25,,
1974,2,8,92,10100,10100,44.75,47.25,,
1974,2,9,78,10100,10100,44.75,33.25,,
1974,2,10,82,10100,10100,44.75,37.25,,
1974,2,11,87,10100,10100,44.75,42.25,,
1974,2,12,82,10100,10100,44.75,37.25,,
1974,2,13,92,10100,10100,44.75,47.25,,
1974,2,14,133,10100,10100,44.75,88.25,,
1974,2,15,107,10100,10100,44.75,62.25,,
1974,2,16,92,10100,10100,44.75,47.25,,
1974,2,17,92,10100,10100,44.75,47.25,,
1974,2,18,97,10100,10100,44.75,52.25,,
1974,2,19,92,10100,10100,44.75,47.25,,
1974,2,20,97,10100,10100,44.75,52.25,,
1974,2,21,82,10100,10100,44.75,37.25,,
1974,2,22,87,10100,10100,44.75,42.25,,
1974,2,23,82,10100,10100,44.75,37.25,,
1974,2,24,78,10100,10100,44.75,33.25,,
1974,2,25,82,10100,10100,44.75,37.25,,
1974,2,26,78,10100,10100,44.75,33.25,,
1974,2,27,73,10100,10100,44.75,28.25,,
1974,2,28,73,10100,10100,44.75,28.25,,
1974,3,1,78,10100,10100,44.75,33.25,,
1974,3,2,78,10100,10100,44.75,33.25,,
1974,3,3,78,10100,10100,44.75,33.25,,
1974,3,4,78,10100,10100,44.75,33.25,,
1974,3,5,73,10100,10100,44.75,28.25,,
1974,3,6,68,10100,10100,44.75,23.25,,
1974,3,7,73,10100,10100,44.75,28.25,,
1974,3,8,73,10100,10100,44.75,28.25,,
1974,3,9,68,10100,10100,44.75,23.25,,
1974,3,10,73,10100,10100,44.75,28.25,,
1974,3,11,68,10100,10100,44.75,23.25,,
1974,3,12,73,10100,10100,44.75,28.25,,
1974,3,13,68,10100,10100,44.75,23.25,,
1974,3,14,63,10100,10100,44.75,18.25,,
1974,3,15,63,10100,10100,44.75,18.25,,
1974,3,16,68,10100,10100,44.75,23.25,,
1974,3,17,73,10100,10100,44.75,28.25,,
1974,3,18,68,10100,10100,44.75,23.25,,
1974,3,19,63,10100,10100,44.75,18.25,,
1974,3,20,63,10100,10100,44.75,18.25,,
1974,3,21,121,10100,10100,44.75,76.25,,
1974,3,22,92,10100,10100,44.75,47.25,,
1974,3,23,80,10100,10100,44.75,35.25,,
1974,3,24,73,10100,10100,44.75,28.25,,
1974,3,25,68,10100,10100,44.75,23.25,,
1974,3,26,65,10100,10100,44.75,20.25,,
1974,3,27,65,10100,10100,44.75,20.25,,
1974,3,28,63,10100,10100,44.75,18.25,,
1974,3,29,70,10100,10100,44.75,25.25,,
1974,3,30,780,10100,10100,44.75,735.25,,
1974,3,31,487,10100,10100,44.75,442.25,,
1974,4,1,266,10100,10100,44.75,221.25,,
1974,4,2,194,10100,10100,44.75,149.25,,
1974,4,3,145,10100,10100,44.75,100.25,,
1974,4,4,218,10100,10100,44.75,173.25,,
1974,4,5,242,10100,10100,44.75,197.25,,
1974,4,6,194,10100,10100,44.75,149.25,,
1974,4,7,157,10100,10100,44.75,112.25,,
1974,4,8,194,10100,10100,44.75,149.25,,
1974,4,9,339,10100,10100,44.75,294.25,,
1974,4,10,206,10100,10100,44.75,161.25,,
1974,4,11,157,10100,10100,44.75,112.25,,
1974,4,12,145,10100,10100,44.75,100.25,,
1974,4,13,218,10100,10100,44.75,173.25,,
1974,4,14,170,10100,10100,44.75,125.25,,
1974,4,15,145,10100,10100,44.75,100.25,,
1974,4,16,133,10100,10100,44.75,88.25,,
1974,4,17,124,10100,10100,44.75,79.25,,
1974,4,18,119,10100,10100,44.75,74.25,,
1974,4,19,116,10100,10100,44.75,71.25,,
1974,4,20,109,10100,10100,44.75,64.25,,
1974,4,21,104,10100,10100,44.75,59.25,,
1974,4,22,104,10100,10100,44.75,59.25,,
1974,4,23,111,10100,10100,44.75,66.25,,
1974,4,24,97,10100,10100,44.75,52.25,,
1974,4,25,92,10100,10100,44.75,47.25,,
1974,4,26,90,10100,10100,44.75,45.25,,
1974,4,27,87,10100,10100,44.75,42.25,,
1974,4,28,85,10100,10100,44.75,40.25,,
1974,4,29,82,10100,10100,44.75,37.25,,
1974,4,30,78,10100,10100,44.75,33.25,,
1974,5,1,73,10100,10100,44.75,28.25,,
1974,5,2,70,10100,10100,44.75,25.25,,
1974,5,3,92,10100,10100,44.75,47.25,,
1974,5,4,78,10100,10100,44.75,33.25,,
1974,5,5,73,10100,10100,44.75,28.25,,
1974,5,6,78,10100,10100,44.75,33.25,,
1974,5,7,73,10100,10100,44.75,28.25,,
1974,5,8,68,10100,10100,44.75,23.25,,
1974,5,9,136,10100,10100,44.75,91.25,,
1974,5,10,104,10100,10100,44.75,59.25,,
1974,5,11,80,10100,10100,44.75,35.25,,
1974,5,12,211,10100,10100,44.75,166.25,,
1974,5,13,189,10100,10100,44.75,144.25,,
1974,5,14,109,10100,10100,44.75,64.25,,
1974,5,15,92,10100,10100,44.75,47.25,,
1974,5,16,80,10100,10100,44.75,35.25,,
1974,5,17,73,10100,10100,44.75,28.25,,
1974,5,18,82,10100,10100,44.75,37.25,,
1974,5,19,73,10100,10100,44.75,28.25,,
1974,5,20,68,10100,10100,44.75,23.25,,
1974,5,21,63,10100,10100,44.75,18.25,,
1974,5,22,61,10100,10100,44.75,16.25,,
1974,5,23,102,10100,10100,44.75,57.25,,
1974,5,24,85,10100,10100,44.75,40.25,,
1974,5,25,87,10100,10100,44.75,42.25,,
1974,5,26,65,10100,10100,44.75,20.25,,
1974,5,27,63,10100,10100,44.75,18.25,,
1974,5,28,61,10100,10100,44.75,16.25,,
1974,5,29,58,10100,10100,44.75,13.25,,
1974,5,30,68,10100,10100,44.75,23.25,,
1974,5,31,63,10100,10100,44.75,18.25,,
1974,6,1,82,10100,10100,44.75,37.25,,
1974,6,2,295,10100,10100,44.75,250.25,,
1974,6,3,153,10100,10100,44.75,108.25,,
1974,6,4,94,10100,10100,44.75,49.25,,
1974,6,5,78,10100,10100,44.75,33.25,,
1974,6,6,68,10100,10100,44.75,23.25,,
1974,6,7,63,10100,10100,44.75,18.25,,
1974,6,8,65,10100,10100,44.75,20.25,,
1974,6,9,61,10100,10100,44.75,16.25,,
1974,6,10,58,10100,10100,44.75,13.25,,
1974,6,11,51,10100,10100,44.75,6.25,,
1974,6,12,48,10100,10100,44.75,3.25,,
1974,6,13,46,10100,10100,44.75,1.25,,
1974,6,14,46,10100,10100,44.75,1.25,,
1974,6,15,44,10100,10099.25,44.75,0,,
1974,6,16,70,10099.25,10100,44.75,24.5,,
1974,6,17,87,10100,10100,44.75,42.25,,
1974,6,18,56,10100,10100,44.75,11.25,,
1974,6,19,48,10100,10100,44.75,3.25,,
1974,6,20,46,10100,10100,44.75,1.25,,
1974,6,21,48,10100,10100,44.75,3.25,,
1974,6,22,53,10100,10100,44.75,8.25,,
1974,6,23,97,10100,10100,44.75,52.25,,
1974,6,24,73,10100,10100,44.75,28.25,,
1974,6,25,75,10100,10100,44.75,30.25,,
1974,6,26,68,10100,10100,44.75,23.25,,
1974,6,27,78,10100,10100,44.75,33.25,,
1974,6,28,68,10100,10100,44.75,23.25,,
1974,6,29,78,10100,10100,44.75,33.25,,
1974,6,30,61,10100,10100,44.75,16.25,,
1974,7,1,53,10100,10100,44.75,8.25,,
1974,7,2,46,10100,10100,44.75,1.25,,
1974,7,3,44,10100,10099.25,44.75,0,,
1974,7,4,41,10099.25,10095.5,44.75,0,,
1974,7,5,44,10095.5,10094.75,44.75,0,,
1974,7,6,51,10094.75,10100,44.75,1,,
1974,7,7,82,10100,10100,44.75,37.25,,
1974,7,8,48,10100,10100,44.75,3.25,,
1974,7,9,41,10100,10096.25,44.75,0,,
1974,7,10,46,10096.25,10097.5,44.75,0,,
1974,7,11,53,10097.5,10100,44.75,5.75,,
1974,7,12,39,10100,10094.25,44.75,0,,
1974,7,13,39,10094.25,10088.5,44.75,0,,
1974,7,14,36,10088.5,10079.75,44.75,0,,
1974,7,15,36,10079.75,10071,44.75,0,,
1974,7,16,36,10071,10062.25,44.75,0,,
1974,7,17,34,10062.25,10051.5,44.75,0,,
1974,7,18,34,10051.5,10040.75,44.75,0,,
1974,7,19,34,10040.75,10030,44.75,0,,
1974,7,20,31,10030,10016.25,44.75,0,,
1974,7,21,31,10016.25,10002.5,44.75,0,,
1974,7,22,29,10002.5,9986.75,44.75,0,,
1974,7,23,31,9986.75,9973,44.75,0,,
1974,7,24,39,9973,9967.25,44.75,0,,
1974,7,25,34,9967.25,9956.5,44.75,0,,
1974,7,26,34,9956.5,9945.75,44.75,0,,
1974,7,27,34,9945.75,9935,44.75,0,,
1974,7,28,31,9935,9921.25,44.75,0,,
1974,7,29,29,9921.25,9905.5,44.75,0,,
1974,7,30,51,9905.5,9911.75,44.75,0,,
1974,7,31,29,9911.75,9896,44.75,0,,
1974,8,1,27,9896,9878.25,44.75,0,,
1974,8,2,27,9878.25,9860.5,44.75,0,,
1974,8,3,29,9860.5,9844.75,44.75,0,,
1974,8,4,29,9844.75,9829,44.75,0,,
1974,8,5,31,9829,9815.25,44.75,0,,
1974,8,6,24,9815.25,9794.5,44.75,0,,
1974,8,7,27,9794.5,9776.75,44.75,0,,
1974,8,8,24,9776.75,9756,44.75,0,,
1974,8,9,31,9756,9742.25,44.75,0,,
1974,8,10,34,9742.25,9731.5,44.75,0,,
1974,8,11,27,9731.5,9713.75,44.75,0,,
1974,8,12,24,9713.75,9693,44.75,0,,
1974,8,13,24,9693,9672.25,44.75,0,,
1974,8,14,23,9672.25,9650.5,44.75,0,,
1974,8,15,21,9650.5,9626.75,44.75,0,,
1974,8,16,20,9626.75,9602,44.75,0,,
1974,8,17,29,9602,9586.25,44.75,0,,
1974,8,18,34,9586.25,9575.5,44.75,0,,
1974,8,19,94,9575.5,9624.75,44.75,0,,
1974,8,20,63,9624.75,9643,44.75,0,,
1974,8,21,31,9643,9629.25,44.75,0,,
1974,8,22,29,9629.25,9613.5,44.75,0,,
1974,8,23,31,9613.5,9599.75,44.75,0,,
1974,8,24,27,9599.75,9582,44.75,0,,
1974,8,25,24,9582,9561.25,44.75,0,,
1974,8,26,63,9561.25,9579.5,44.75,0,,
1974,8,27,41,9579.5,9575.75,44.75,0,,
1974,8,28,29,9575.75,9560,44.75,0,,
1974,8,29,85,9560,9600.25,44.75,0,,
1974,8,30,34,9600.25,9589.5,44.75,0,,
1974,8,31,31,9589.5,9575.75,44.75,0,,
1974,9,1,31,9575.75,9562,44.75,0,,
1974,9,2,58,9562,9575.25,44.75,0,,
1974,9,3,94,9575.25,9624.5,44.75,0,,
1974,9,4,94,9624.5,9673.75,44.75,0,,
1974,9,5,41,9673.75,9670,44.75,0,,
1974,9,6,41,9670,9666.25,44.75,0,,
1974,9,7,160,9666.25,9781.5,44.75,0,,
1974,9,8,65,9781.5,9801.75,44.75,0,,
1974,9,9,51,9801.75,9808,44.75,0,,
1974,9,10,46,9808,9809.25,44.75,0,,
1974,9,11,46,9809.25,9810.5,44.75,0,,
1974,9,12,44,9810.5,9809.75,44.75,0,,
1974,9,13,39,9809.75,9804,44.75,0,,
1974,9,14,124,9804,9883.25,44.75,0,,
1974,9,15,56,9883.25,9894.5,44.75,0,,
1974,9,16,44,9894.5,9893.75,44.75,0,,
1974,9,17,41,9893.75,9890,44.75,0,,
1974,9,18,39,9890,9884.25,44.75,0,,
1974,9,19,36,9884.25,9875.5,44.75,0,,
1974,9,20,36,9875.5,9866.75,44.75,0,,
1974,9,21,44,9866.75,9866,44.75,0,,
1974,9,22,63,9866,9884.25,44.75,0,,
1974,9,23,39,9884.25,9878.5,44.75,0,,
1974,9,24,36,9878.5,9869.75,44.75,0,,
1974,9,25,36,9869.75,9861,44.75,0,,
1974,9,26,34,9861,9850.25,44.75,0,,
1974,9,27,31,9850.25,9836.5,44.75,0,,
1974,9,28,116,9836.5,9907.75,44.75,0,,
1974,9,29,56,9907.75,9919,44.75,0,,
1974,9,30,34,9919,9908.25,44.75,0,,
1974,10,1,29,9908.25,9892.5,44.75,0,,
1974,10,2,29,9892.5,9876.75,44.75,0,,
1974,10,3,29,9876.75,9861,44.75,0,,
1974,10,4,29,9861,9845.25,44.75,0,,
1974,10,5,29,9845.25,9829.5,44.75,0,,
1974,10,6,29,9829.5,9813.75,44.75,0,,
1974,10,7,29,9813.75,9798,44.75,0,,
1974,10,8,27,9798,9780.25,44.75,0,,
1974,10,9,27,9780.25,9762.5,44.75,0,,
1974,10,10,27,9762.5,9744.75,44.75,0,,
1974,10,11,27,9744.75,9727,44.75,0,,
1974,10,12,27,9727,9709.25,44.75,0,,
1974,10,13,27,9709.25,9691.5,44.75,0,,
1974,10,14,27,9691.5,9673.75,44.75,0,,
1974,10,15,29,9673.75,9658,44.75,0,,
1974,10,16,58,9658,9671.25,44.75,0,,
1974,10,17,41,9671.25,9667.5,44.75,0,,
1974,10,18,31,9667.5,9653.75,44.75,0,,
1974,10,19,31,9653.75,9640,44.75,0,,
1974,10,20,29,9640,9624.25,44.75,0,,
1974,10,21,29,9624.25,9608.5,44.75,0,,
1974,10,22,29,9608.5,9592.75,44.75,0,,
1974,10,23,31,9592.75,9579,44.75,0,,
1974,10,24,31,9579,9565.25,44.75,0,,
1974,10,25,31,9565.25,9551.5,44.75,0,,
1974,10,26,31,9551.5,9537.75,44.75,0,,
1974,10,27,31,9537.75,9524,44.75,0,,
1974,10,28,31,9524,9510.25,44.75,0,,
1974,10,29,31,9510.25,9496.5,44.75,0,,
1974,10,30,31,9496.5,9482.75,44.75,0,,
1974,10,31,31,9482.75,9469,44.75,0,,
1974,11,1,31,9469,9455.25,44.75,0,,
1974,11,2,31,9455.25,9441.5,44.75,0,,
1974,11,3,31,9441.5,9427.75,44.75,0,,
1974,11,4,34,9427.75,9417,44.75,0,,
1974,11,5,41,9417,9413.25,44.75,0,,
1974,11,6,48,9413.25,9416.5,44.75,0,,
1974,11,7,34,9416.5,9405.75,44.75,0,,
1974,11,8,34,9405.75,9395,44.75,0,,
1974,11,9,31,9395,9381.25,44.75,0,,
1974,11,10,31,9381.25,9367.5,44.75,0,,
1974,11,11,31,9367.5,9353.75,44.75,0,,
1974,11,12,63,9353.75,9372,44.75,0,,
1974,11,13,68,9372,9395.25,44.75,0,,
1974,11,14,41,9395.25,9391.5,44.75,0,,
1974,11,15,63,9391.5,9409.75,44.75,0,,
1974,11,16,46,9409.75,9411,44.75,0,,
1974,11,17,39,9411,9405.25,44.75,0,,
1974,11,18,39,9405.25,9399.5,44.75,0,,
1974,11,19,36,9399.5,9390.75,44.75,0,,
1974,11,20,41,9390.75,9387,44.75,0,,
1974,11,21,48,9387,9390.25,44.75,0,,
1974,11,22,39,9390.25,9384.5,44.75,0,,
1974,11,23,36,9384.5,9375.75,44.75,0,,
1974,11,24,36,9375.75,9367,44.75,0,,
1974,11,25,36,9367,9358.25,44.75,0,,
1974,11,26,41,9358.25,9354.5,44.75,0,,
1974,11,27,36,9354.5,9345.75,44.75,0,,
1974,11,28,36,9345.75,9337,44.75,0,,
1974,11,29,34,9337,9326.25,44.75,0,,
1974,11,30,34,9326.25,9315.5,44.75,0,,
1974,12,1,245,9315.5,9515.75,44.75,0,,
1974,12,2,1582,9515.75,10100,44.75,953,,
1974,12,3,203,10100,10100,44.75,158.25,,
1974,12,4,107,10100,10100,44.75,62.25,,
1974,12,5,80,10100,10100,44.75,35.25,,
1974,12,6,68,10100,10100,44.75,23.25,,
1974,12,7,61,10100,10100,44.75,16.25,,
1974,12,8,463,10100,10100,44.75,418.25,,
1974,12,9,172,10100,10100,44.75,127.25,,
1974,12,10,99,10100,10100,44.75,54.25,,
1974,12,11,73,10100,10100,44.75,28.25,,
1974,12,12,65,10100,10100,44.75,20.25,,
1974,12,13,56,10100,10100,44.75,11.25,,
1974,12,14,53,10100,10100,44.75,8.25,,
1974,12,15,44,10100,10099.25,44.75,0,,
1974,12,16,586,10099.25,10100,44.75,540.5,,
1974,12,17,199,10100,10100,44.75,154.25,,
1974,12,18,114,10100,10100,44.75,69.25,,
1974,12,19,87,10100,10100,44.75,42.25,,
1974,12,20,73,10100,10100,44.75,28.25,,
1974,12,21,65,10100,10100,44.75,20.25,,
1974,12,22,63,10100,10100,44.75,18.25,,
1974,12,23,53,10100,10100,44.75,8.25,,
1974,12,24,51,10100,10100,44.75,6.25,,
1974,12,25,48,10100,10100,44.75,3.25,,
1974,12,26,44,10100,10099.25,44.75,0,,
1974,12,27,41,10099.25,10095.5,44.75,0,,
1974,12,28,41,10095.5,10091.75,44.75,0,,
1974,12,29,39,10091.75,10086,44.75,0,,
1974,12,30,39,10086,10080.25,44.75,0,,
1974,12,31,44,10080.25,10079.5,44.75,0,,
1975,1,1,68,10079.5,10100,44.75,2.75,,
1975,1,2,46,10100,10100,44.75,1.25,,
1975,1,3,39,10100,10094.25,44.75,0,,
1975,1,4,41,10094.25,10090.5,44.75,0,,
1975,1,5,36,10090.5,10081.75,44.75,0,,
1975,1,6,36,10081.75,10073,44.75,0,,
1975,1,7,41,10073,10069.25,44.75,0,,
1975,1,8,41,10069.25,10065.5,44.75,0,,
1975,1,9,150,10065.5,10100,44.75,70.75,,
1975,1,10,73,10100,10100,44.75,28.25,,
1975,1,11,75,10100,10100,44.75,30.25,,
1975,1,12,63,10100,10100,44.75,18.25,,
1975,1,13,78,10100,10100,44.75,33.25,,
1975,1,14,65,10100,10100,44.75,20.25,,
1975,1,15,53,10100,10100,44.75,8.25,,
1975,1,16,53,10100,10100,44.75,8.25,,
1975,1,17,46,10100,10100,44.75,1.25,,
1975,1,18,65,10100,10100,44.75,20.25,,
1975,1,19,99,10100,10100,44.75,54.25,,
1975,1,20,199,10100,10100,44.75,154.25,,
1975,1,21,94,10100,10100,44.75,49.25,,
1975,1,22,80,10100,10100,44.75,35.25,,
1975,1,23,73,10100,10100,44.75,28.25,,
1975,1,24,80,10100,10100,44.75,35.25,,
1975,1,25,305,10100,10100,44.75,260.25,,
1975,1,26,264,10100,10100,44.75,219.25,,
1975,1,27,153,10100,10100,44.75,108.25,,
1975,1,28,131,10100,10100,44.75,86.25,,
1975,1,29,119,10100,10100,44.75,74.25,,
1975,1,30,104,10100,10100,44.75,59.25,,
1975,1,31,111,10100,10100,44.75,66.25,,
1975,2,1,109,10100,10100,44.75,64.25,,
1975,2,2,97,10100,10100,44.75,52.25,,
1975,2,3,87,10100,10100,44.75,42.25,,
1975,2,4,82,10100,10100,44.75,37.25,,
1975,2,5,99,10100,10100,44.75,54.25,,
1975,2,6,119,10100,10100,44.75,74.25,,
1975,2,7,131,10100,10100,44.75,86.25,,
1975,2,8,104,10100,10100,44.75,59.25,,
1975,2,9,99,10100,10100,44.75,54.25,,
1975,2,10,85,10100,10100,44.75,40.25,,
1975,2,11,85,10100,10100,44.75,40.25,,
1975,2,12,124,10100,10100,44.75,79.25,,
1975,2,13,107,10100,10100,44.75,62.25,,
1975,2,14,85,10100,10100,44.75,40.25,,
1975,2,15,80,10100,10100,44.75,35.25,,
1975,2,16,85,10100,10100,44.75,40.25,,
1975,2,17,102,10100,10100,44.75,57.25,,
1975,2,18,145,10100,10100,44.75,100.25,,
1975,2,19,128,10100,10100,44.75,83.25,,
1975,2,20,107,10100,10100,44.75,62.25,,
1975,2,21,94,10100,10100,44.75,49.25,,
1975,2,22,90,10100,10100,44.75,45.25,,
1975,2,23,138,10100,10100,44.75,93.25,,
1975,2,24,201,10100,10100,44.75,156.25,,
1975,2,25,211,10100,10100,44.75,166.25,,
1975,2,26,148,10100,10100,44.75,103.25,,
1975,2,27,133,10100,10100,44.75,88.25,,
1975,2,28,124,10100,10100,44.75,79.25,,
1975,3,1,121,10100,10100,44.75,76.25,,
1975,3,2,114,10100,10100,44.75,69.25,,
1975,3,3,107,10100,10100,44.75,62.25,,
1975,3,4,99,10100,10100,44.75,54.25,,
1975,3,5,99,10100,10100,44.75,54.25,,
1975,3,6,99,10100,10100,44.75,54.25,,
1975,3,7,102,10100,10100,44.75,57.25,,
1975,3,8,99,10100,10100,44.75,54.25,,
1975,3,9,87,10100,10100,44.75,42.25,,
1975,3,10,90,10100,10100,44.75,45.25,,
1975,3,11,97,10100,10100,44.75,52.25,,
1975,3,12,143,10100,10100,44.75,98.25,,
1975,3,13,143,10100,10100,44.75,98.25,,
1975,3,14,378,10100,10100,44.75,333.25,,
1975,3,15,305,10100,10100,44.75,260.25,,
1975,3,16,201,10100,10100,44.75,156.25,,
1975,3,17,240,10100,10100,44.75,195.25,,
1975,3,18,184,10100,10100,44.75,139.25,,
1975,3,19,700,10100,10100,44.75,655.25,,
1975,3,20,417,10100,10100,44.75,372.25,,
1975,3,21,254,10100,10100,44.75,209.25,,
1975,3,22,220,10100,10100,44.75,175.25,,
1975,3,23,199,10100,10100,44.75,154.25,,
1975,3,24,208,10100,10100,44.75,163.25,,
1975,3,25,211,10100,10100,44.75,166.25,,
1975,3,26,160,10100,10100,44.75,115.25,,
1975,3,27,143,10100,10100,44.75,98.25,,
1975,3,28,140,10100,10100,44.75,95.25,,
1975,3,29,148,10100,10100,44.75,103.25,,
1975,3,30,252,10100,10100,44.75,207.25,,
1975,3,31,172,10100,10100,44.75,127.25,,
1975,4,1,148,10100,10100,44.75,103.25,,
1975,4,2,138,10100,10100,44.75,93.25,,
1975,4,3,153,10100,10100,44.75,108.25,,
1975,4,4,128,10100,10100,44.75,83.25,,
1975,4,5,119,10100,10100,44.75,74.25,,
1975,4,6,116,10100,10100,44.75,71.25,,
1975,4,7,111,10100,10100,44.75,66.25,,
1975,4,8,109,10100,10100,44.75,64.25,,
1975,4,9,104,10100,10100,44.75,59.25,,
1975,4,10,102,10100,10100,44.75,57.25,,
1975,4,11,99,10100,10100,44.75,54.25,,
1975,4,12,97,10100,10100,44.75,52.25,,
1975,4,13,92,10100,10100,44.75,47.25,,
1975,4,14,90,10100,10100,44.75,45.25,,
1975,4,15,111,10100,10100,44.75,66.25,,
1975,4,16,102,10100,10100,44.75,57.25,,
1975,4,17,92,10100,10100,44.75,47.25,,
1975,4,18,92,10100,10100,44.75,47.25,,
1975,4,19,94,10100,10100,44.75,49.25,,
1975,4,20,87,10100,10100,44.75,42.25,,
1975,4,21,80,10100,10100,44.75,35.25,,
1975,4,22,78,10100,10100,44.75,33.25,,
1975,4,23,78,10100,10100,44.75,33.25,,
1975,4,24,99,10100,10100,44.75,54.25,,
1975,4,25,242,10100,10100,44.75,197.25,,
1975,4,26,337,10100,10100,44.75,292.25,,
1975,4,27,155,10100,10100,44.75,110.25,,
1975,4,28,131,10100,10100,44.75,86.25,,
1975,4,29,155,10100,10100,44.75,110.25,,
1975,4,30,131,10100,10100,44.75,86.25,,
1975,5,1,235,10100,10100,44.75,190.25,,
1975,5,2,165,10100,10100,44.75,120.25,,
1975,5,3,138,10100,10100,44.75,93.25,,
